index,text,url,type
293,Inference podcast - https://youtube.com/channel/UCU-KsNFmnZ_v3RZ7MKvCzDg,https://youtube.com/channel/UCU-KsNFmnZ_v3RZ7MKvCzDg,channel
294,Jupyter/ipython - https://youtube.com/c/ipython,https://youtube.com/c/ipython,custom
295,Open Data Cube - https://www.youtube.com/channel/UCZcdqejeGkDBK2nP-9TWshw/videos,https://www.youtube.com/channel/UCZcdqejeGkDBK2nP-9TWshw/videos,channel
296,Neuralmagic - https://www.youtube.com/channel/UCo8dO_WMGYbWCRnj_Dxr4EA/videos ,https://www.youtube.com/channel/UCo8dO_WMGYbWCRnj_Dxr4EA/videos,channel
297,Data School - https://www.youtube.com/c/dataschool/videos,https://www.youtube.com/c/dataschool/videos,custom
298,Pieter Abbeel - https://www.youtube.com/c/PieterAbbeel/videos ,https://www.youtube.com/c/PieterAbbeel/videos,custom
299,Vision & Graphics MIT - https://youtube.com/channel/UCLMiFkFyfcNnZs6iwYLPI9g,https://youtube.com/channel/UCLMiFkFyfcNnZs6iwYLPI9g,channel
300,Mirco Ravanelli - https://youtube.com/channel/UCuILYomPibJ9KW1s2iLLQgg,https://youtube.com/channel/UCuILYomPibJ9KW1s2iLLQgg,channel
301,Matlab - https://www.youtube.com/c/matlab/videos ,https://www.youtube.com/c/matlab/videos,custom
302,ContinualAI - https://youtube.com/c/ContinualAI,https://youtube.com/c/ContinualAI,custom
303,Google Earth - https://youtube.com/googleearth,https://youtube.com/googleearth,channel
304,ACM Recsys - https://youtube.com/channel/UC2nEn-yNA1BtdDNWziphPGA,https://youtube.com/channel/UC2nEn-yNA1BtdDNWziphPGA,channel
305,AI42 - https://www.youtube.com/channel/UCYSVVM0ASUGDTeontl4pbxA/videos ,https://www.youtube.com/channel/UCYSVVM0ASUGDTeontl4pbxA/videos,channel
306,Cospar 2021 - https://www.youtube.com/user/jumbofrog/videos,https://www.youtube.com/user/jumbofrog/videos,user
